month,year,language,popularity,hex
January,2017,Cobol,0.29,#1D1063
January,2017,Dart,0.13,#2DB6F6
January,2017,Delphi,0.37,#F32835
January,2017,Go,0.47000000000000003,#66D0DE
January,2017,Groovy,0.41000000000000003,#619CBC
January,2017,Haskell,0.31,#8F4E8B
January,2017,Java,23.080000000000002,#F8981E
January,2017,JavaScript,8.1,#F3D23C
January,2017,Julia,0.22,#369325
January,2017,Kotlin,0.12,#7F52FF
January,2017,Lua,0.5,#0F007C
January,2017,Matlab,2.69,#F0800E
January,2017,Objective-C,5.18,#AFB6CA
January,2017,Perl,0.8500000000000001,#113E62
January,2017,PHP,10.16,#7277AD
January,2017,Python,15.310000000000002,#336994
January,2017,R,3.54,#2566B5
January,2017,Ruby,2.18,#B01E00
January,2017,Rust,0.33,#000000
January,2017,Scala,1.13,#DE3424
January,2017,Swift,3.5000000000000004,#E94F37
January,2017,TypeScript,0.9199999999999999,#3178C6
January,2017,VBA,1.41,#93217F
January,2017,Visual Basic,1.59,NA
February,2017,Abap,0.45999999999999996,#06A9EA
February,2017,Ada,0.48,#101EC8
February,2017,C/C++,7.62,#00599C
February,2017,C#,8.52,#813084
February,2017,Cobol,0.29,#1D1063
February,2017,Dart,0.13,#2DB6F6
February,2017,Delphi,0.38,#F32835
February,2017,Go,0.5,#66D0DE
February,2017,Groovy,0.43,#619CBC
February,2017,Haskell,0.32,#8F4E8B
February,2017,Java,22.71,#F8981E
February,2017,JavaScript,8.09,#F3D23C
February,2017,Julia,0.22,#369325
February,2017,Kotlin,0.12,#7F52FF
February,2017,Lua,0.51,#0F007C
February,2017,Matlab,2.79,#F0800E
February,2017,Objective-C,5.04,#AFB6CA
February,2017,Perl,0.8500000000000001,#113E62
February,2017,PHP,10.05,#7277AD
February,2017,Python,15.68,#336994
February,2017,R,3.64,#2566B5
February,2017,Ruby,2.15,#B01E00
February,2017,Rust,0.33999999999999997,#000000
February,2017,Scala,1.16,#DE3424
February,2017,Swift,3.53,#E94F37
February,2017,TypeScript,1,#3178C6
February,2017,VBA,1.4200000000000002,#93217F
February,2017,Visual Basic,1.59,NA
March,2017,Abap,0.47000000000000003,#06A9EA
March,2017,Ada,0.43,#101EC8
March,2017,C/C++,7.51,#00599C
March,2017,C#,8.450000000000001,#813084
March,2017,Cobol,0.29,#1D1063
March,2017,Dart,0.13,#2DB6F6
March,2017,Delphi,0.37,#F32835
March,2017,Go,0.51,#66D0DE
March,2017,Groovy,0.43,#619CBC
March,2017,Haskell,0.33,#8F4E8B
March,2017,Java,22.52,#F8981E
March,2017,JavaScript,8.17,#F3D23C
March,2017,Julia,0.22,#369325
March,2017,Kotlin,0.12,#7F52FF
March,2017,Lua,0.5,#0F007C
March,2017,Matlab,2.76,#F0800E
March,2017,Objective-C,4.859999999999999,#AFB6CA
March,2017,Perl,0.8500000000000001,#113E62
March,2017,PHP,9.93,#7277AD
March,2017,Python,16.17,#336994
March,2017,R,3.75,#2566B5
March,2017,Ruby,2.11,#B01E00
March,2017,Rust,0.35000000000000003,#000000
March,2017,Scala,1.21,#DE3424
March,2017,Swift,3.52,#E94F37
March,2017,TypeScript,1.0699999999999998,#3178C6
March,2017,VBA,1.39,#93217F
March,2017,Visual Basic,1.5699999999999998,NA
April,2017,Abap,0.47000000000000003,#06A9EA
April,2017,Ada,0.42,#101EC8
April,2017,C/C++,7.470000000000001,#00599C
April,2017,C#,8.469999999999999,#813084
April,2017,Cobol,0.27999999999999997,#1D1063
April,2017,Dart,0.13,#2DB6F6
April,2017,Delphi,0.37,#F32835
April,2017,Go,0.5499999999999999,#66D0DE
April,2017,Groovy,0.43,#619CBC
April,2017,Haskell,0.33,#8F4E8B
April,2017,Java,22.31,#F8981E
April,2017,JavaScript,8.290000000000001,#F3D23C
April,2017,Julia,0.21,#369325
April,2017,Kotlin,0.12,#7F52FF
April,2017,Lua,0.5,#0F007C
April,2017,Matlab,2.7,#F0800E
April,2017,Objective-C,4.71,#AFB6CA
April,2017,Perl,0.83,#113E62
April,2017,PHP,9.91,#7277AD
April,2017,Python,16.59,#336994
April,2017,R,3.85,#2566B5
April,2017,Ruby,2.0500000000000003,#B01E00
April,2017,Rust,0.35000000000000003,#000000
April,2017,Scala,1.23,#DE3424
April,2017,Swift,3.47,#E94F37
April,2017,TypeScript,1.09,#3178C6
April,2017,VBA,1.3599999999999999,#93217F
April,2017,Visual Basic,1.52,NA
May,2017,Abap,0.45999999999999996,#06A9EA
May,2017,Ada,0.43,#101EC8
May,2017,C/C++,7.31,#00599C
May,2017,C#,8.52,#813084
May,2017,Cobol,0.3,#1D1063
May,2017,Dart,0.12,#2DB6F6
May,2017,Delphi,0.33999999999999997,#F32835
May,2017,Go,0.58,#66D0DE
May,2017,Groovy,0.43,#619CBC
May,2017,Haskell,0.33,#8F4E8B
May,2017,Java,22.189999999999998,#F8981E
May,2017,JavaScript,8.34,#F3D23C
May,2017,Julia,0.22,#369325
May,2017,Kotlin,0.12,#7F52FF
May,2017,Lua,0.49,#0F007C
May,2017,Matlab,2.6599999999999997,#F0800E
May,2017,Objective-C,4.58,#AFB6CA
May,2017,Perl,0.84,#113E62
May,2017,PHP,9.8,#7277AD
May,2017,Python,16.85,#336994
May,2017,R,3.9699999999999998,#2566B5
May,2017,Ruby,2.0500000000000003,#B01E00
May,2017,Rust,0.33999999999999997,#000000
May,2017,Scala,1.24,#DE3424
May,2017,Swift,3.5000000000000004,#E94F37
May,2017,TypeScript,1.1400000000000001,#3178C6
May,2017,VBA,1.37,#93217F
May,2017,Visual Basic,1.47,NA
June,2017,Abap,0.45999999999999996,#06A9EA
June,2017,Ada,0.42,#101EC8
June,2017,C/C++,7.13,#00599C
June,2017,C#,8.5,#813084
June,2017,Cobol,0.31,#1D1063
June,2017,Dart,0.12,#2DB6F6
June,2017,Delphi,0.33,#F32835
June,2017,Go,0.61,#66D0DE
June,2017,Groovy,0.43,#619CBC
June,2017,Haskell,0.33,#8F4E8B
June,2017,Java,21.88,#F8981E
June,2017,JavaScript,8.33,#F3D23C
June,2017,Julia,0.21,#369325
June,2017,Kotlin,0.27999999999999997,#7F52FF
June,2017,Lua,0.49,#0F007C
June,2017,Matlab,2.6100000000000003,#F0800E
June,2017,Objective-C,4.54,#AFB6CA
June,2017,Perl,0.84,#113E62
June,2017,PHP,9.569999999999999,#7277AD
June,2017,Python,17.23,#336994
June,2017,R,4.07,#2566B5
June,2017,Ruby,2.11,#B01E00
June,2017,Rust,0.36,#000000
June,2017,Scala,1.3,#DE3424
June,2017,Swift,3.47,#E94F37
June,2017,TypeScript,1.1900000000000002,#3178C6
June,2017,VBA,1.4200000000000002,#93217F
June,2017,Visual Basic,1.46,NA
July,2017,Abap,0.45999999999999996,#06A9EA
July,2017,Ada,0.43,#101EC8
July,2017,C/C++,7.07,#00599C
July,2017,C#,8.3,#813084
July,2017,Cobol,0.33999999999999997,#1D1063
July,2017,Dart,0.13,#2DB6F6
July,2017,Delphi,0.33,#F32835
July,2017,Go,0.65,#66D0DE
July,2017,Groovy,0.44999999999999996,#619CBC
July,2017,Haskell,0.32,#8F4E8B
July,2017,Java,21.790000000000003,#F8981E
July,2017,JavaScript,8.35,#F3D23C
July,2017,Julia,0.24,#369325
July,2017,Kotlin,0.42,#7F52FF
July,2017,Lua,0.51,#0F007C
July,2017,Matlab,2.58,#F0800E
July,2017,Objective-C,4.3999999999999995,#AFB6CA
July,2017,Perl,0.84,#113E62
July,2017,PHP,9.26,#7277AD
July,2017,Python,17.54,#336994
July,2017,R,4.16,#2566B5
July,2017,Ruby,2.0500000000000003,#B01E00
July,2017,Rust,0.36,#000000
July,2017,Scala,1.34,#DE3424
July,2017,Swift,3.52,#E94F37
July,2017,TypeScript,1.24,#3178C6
July,2017,VBA,1.47,#93217F
July,2017,Visual Basic,1.44,NA
August,2017,Abap,0.47000000000000003,#06A9EA
August,2017,Ada,0.44,#101EC8
August,2017,C/C++,6.959999999999999,#00599C
August,2017,C#,8.14,#813084
August,2017,Cobol,0.35000000000000003,#1D1063
August,2017,Dart,0.12,#2DB6F6
August,2017,Delphi,0.33,#F32835
August,2017,Go,0.66,#66D0DE
August,2017,Groovy,0.44999999999999996,#619CBC
August,2017,Haskell,0.33,#8F4E8B
August,2017,Java,21.93,#F8981E
August,2017,JavaScript,8.459999999999999,#F3D23C
August,2017,Julia,0.24,#369325
August,2017,Kotlin,0.52,#7F52FF
August,2017,Lua,0.48,#0F007C
August,2017,Matlab,2.46,#F0800E
August,2017,Objective-C,4.31,#AFB6CA
August,2017,Perl,0.8200000000000001,#113E62
August,2017,PHP,9.02,#7277AD
August,2017,Python,17.88,#336994
August,2017,R,4.22,#2566B5
August,2017,Ruby,2.03,#B01E00
August,2017,Rust,0.38,#000000
August,2017,Scala,1.37,#DE3424
August,2017,Swift,3.51,#E94F37
August,2017,TypeScript,1.28,#3178C6
August,2017,VBA,1.46,#93217F
August,2017,Visual Basic,1.38,NA
September,2017,Abap,0.49,#06A9EA
September,2017,Ada,0.45999999999999996,#101EC8
September,2017,C/C++,6.92,#00599C
September,2017,C#,8.06,#813084
September,2017,Cobol,0.38999999999999996,#1D1063
September,2017,Dart,0.13,#2DB6F6
September,2017,Delphi,0.33999999999999997,#F32835
September,2017,Go,0.67,#66D0DE
September,2017,Groovy,0.44999999999999996,#619CBC
September,2017,Haskell,0.33,#8F4E8B
September,2017,Java,21.94,#F8981E
September,2017,JavaScript,8.44,#F3D23C
September,2017,Julia,0.25,#369325
September,2017,Kotlin,0.6,#7F52FF
September,2017,Lua,0.44999999999999996,#0F007C
September,2017,Matlab,2.39,#F0800E
September,2017,Objective-C,4.25,#AFB6CA
September,2017,Perl,0.8099999999999999,#113E62
September,2017,PHP,8.82,#7277AD
September,2017,Python,18.19,#336994
September,2017,R,4.25,#2566B5
September,2017,Ruby,1.9900000000000002,#B01E00
September,2017,Rust,0.38,#000000
September,2017,Scala,1.37,#DE3424
September,2017,Swift,3.47,#E94F37
September,2017,TypeScript,1.32,#3178C6
September,2017,VBA,1.49,#93217F
September,2017,Visual Basic,1.34,NA
October,2017,Abap,0.5,#06A9EA
October,2017,Ada,0.48,#101EC8
October,2017,C/C++,6.78,#00599C
October,2017,C#,7.99,#813084
October,2017,Cobol,0.43,#1D1063
October,2017,Dart,0.13,#2DB6F6
October,2017,Delphi,0.35000000000000003,#F32835
October,2017,Go,0.6799999999999999,#66D0DE
October,2017,Groovy,0.48,#619CBC
October,2017,Haskell,0.36,#8F4E8B
October,2017,Java,21.91,#F8981E
October,2017,JavaScript,8.35,#F3D23C
October,2017,Julia,0.27,#369325
October,2017,Kotlin,0.7000000000000001,#7F52FF
October,2017,Lua,0.44,#0F007C
October,2017,Matlab,2.3800000000000003,#F0800E
October,2017,Objective-C,4.15,#AFB6CA
October,2017,Perl,0.8099999999999999,#113E62
October,2017,PHP,8.59,#7277AD
October,2017,Python,18.67,#336994
October,2017,R,4.16,#2566B5
October,2017,Ruby,1.97,#B01E00
October,2017,Rust,0.38999999999999996,#000000
October,2017,Scala,1.35,#DE3424
October,2017,Swift,3.49,#E94F37
October,2017,TypeScript,1.38,#3178C6
October,2017,VBA,1.51,#93217F
October,2017,Visual Basic,1.29,NA
November,2017,Abap,0.53,#06A9EA
November,2017,Ada,0.44999999999999996,#101EC8
November,2017,C/C++,6.64,#00599C
November,2017,C#,7.93,#813084
November,2017,Cobol,0.41000000000000003,#1D1063
November,2017,Dart,0.13,#2DB6F6
November,2017,Delphi,0.36,#F32835
November,2017,Go,0.69,#66D0DE
November,2017,Groovy,0.48,#619CBC
November,2017,Haskell,0.36,#8F4E8B
November,2017,Java,21.95,#F8981E
November,2017,JavaScript,8.27,#F3D23C
November,2017,Julia,0.27,#369325
November,2017,Kotlin,0.8500000000000001,#7F52FF
November,2017,Lua,0.42,#0F007C
November,2017,Matlab,2.3,#F0800E
November,2017,Objective-C,4.12,#AFB6CA
November,2017,Perl,0.8099999999999999,#113E62
November,2017,PHP,8.38,#7277AD
November,2017,Python,19.18,#336994
November,2017,R,4.14,#2566B5
November,2017,Ruby,1.92,#B01E00
November,2017,Rust,0.42,#000000
November,2017,Scala,1.3299999999999998,#DE3424
November,2017,Swift,3.45,#E94F37
November,2017,TypeScript,1.39,#3178C6
November,2017,VBA,1.51,#93217F
November,2017,Visual Basic,1.3,NA
December,2017,Abap,0.54,#06A9EA
December,2017,Ada,0.41000000000000003,#101EC8
December,2017,C/C++,6.619999999999999,#00599C
December,2017,C#,7.8100000000000005,#813084
December,2017,Cobol,0.38999999999999996,#1D1063
December,2017,Dart,0.12,#2DB6F6
December,2017,Delphi,0.35000000000000003,#F32835
December,2017,Go,0.69,#66D0DE
December,2017,Groovy,0.48,#619CBC
December,2017,Haskell,0.35000000000000003,#8F4E8B
December,2017,Java,22.16,#F8981E
December,2017,JavaScript,8.290000000000001,#F3D23C
December,2017,Julia,0.26,#369325
December,2017,Kotlin,0.8200000000000001,#7F52FF
December,2017,Lua,0.41000000000000003,#0F007C
December,2017,Matlab,2.2800000000000002,#F0800E
December,2017,Objective-C,4.02,#AFB6CA
December,2017,Perl,0.8099999999999999,#113E62
December,2017,PHP,8.36,#7277AD
December,2017,Python,19.7,#336994
December,2017,R,4.17,#2566B5
December,2017,Ruby,1.82,#B01E00
December,2017,Rust,0.38999999999999996,#000000
December,2017,Scala,1.27,#DE3424
December,2017,Swift,3.32,#E94F37
December,2017,TypeScript,1.39,#3178C6
December,2017,VBA,1.49,#93217F
December,2017,Visual Basic,1.27,NA
January,2018,Abap,0.53,#06A9EA
January,2018,Ada,0.37,#101EC8
January,2018,C/C++,6.5600000000000005,#00599C
January,2018,C#,7.89,#813084
January,2018,Cobol,0.37,#1D1063
January,2018,Dart,0.11,#2DB6F6
January,2018,Delphi,0.33999999999999997,#F32835
January,2018,Go,0.7000000000000001,#66D0DE
January,2018,Groovy,0.49,#619CBC
January,2018,Haskell,0.37,#8F4E8B
January,2018,Java,22.11,#F8981E
January,2018,JavaScript,8.24,#F3D23C
January,2018,Julia,0.22,#369325
January,2018,Kotlin,0.8099999999999999,#7F52FF
January,2018,Lua,0.4,#0F007C
January,2018,Matlab,2.2800000000000002,#F0800E
January,2018,Objective-C,3.91,#AFB6CA
January,2018,Perl,0.79,#113E62
January,2018,PHP,8.309999999999999,#7277AD
January,2018,Python,20.26,#336994
January,2018,R,4.22,#2566B5
January,2018,Ruby,1.7999999999999998,#B01E00
January,2018,Rust,0.38,#000000
January,2018,Scala,1.23,#DE3424
January,2018,Swift,3.19,#E94F37
January,2018,TypeScript,1.4200000000000002,#3178C6
January,2018,VBA,1.44,#93217F
January,2018,Visual Basic,1.25,NA
February,2018,Abap,0.52,#06A9EA
February,2018,Ada,0.36,#101EC8
February,2018,C/C++,6.460000000000001,#00599C
February,2018,C#,7.89,#813084
February,2018,Cobol,0.36,#1D1063
February,2018,Dart,0.11,#2DB6F6
February,2018,Delphi,0.33,#F32835
February,2018,Go,0.73,#66D0DE
February,2018,Groovy,0.5,#619CBC
February,2018,Haskell,0.35000000000000003,#8F4E8B
February,2018,Java,21.959999999999997,#F8981E
February,2018,JavaScript,8.260000000000002,#F3D23C
February,2018,Julia,0.21,#369325
February,2018,Kotlin,0.83,#7F52FF
February,2018,Lua,0.41000000000000003,#0F007C
February,2018,Matlab,2.32,#F0800E
February,2018,Objective-C,3.82,#AFB6CA
February,2018,Perl,0.8200000000000001,#113E62
February,2018,PHP,8.290000000000001,#7277AD
February,2018,Python,20.75,#336994
February,2018,R,4.18,#2566B5
February,2018,Ruby,1.7500000000000002,#B01E00
February,2018,Rust,0.37,#000000
February,2018,Scala,1.2,#DE3424
February,2018,Swift,3.0700000000000003,#E94F37
February,2018,TypeScript,1.43,#3178C6
February,2018,VBA,1.43,#93217F
February,2018,Visual Basic,1.27,NA
March,2018,Abap,0.52,#06A9EA
March,2018,Ada,0.33999999999999997,#101EC8
March,2018,C/C++,6.35,#00599C
March,2018,C#,7.89,#813084
March,2018,Cobol,0.33,#1D1063
March,2018,Dart,0.11,#2DB6F6
March,2018,Delphi,0.3,#F32835
March,2018,Go,0.75,#66D0DE
March,2018,Groovy,0.5,#619CBC
March,2018,Haskell,0.33999999999999997,#8F4E8B
March,2018,Java,21.98,#F8981E
March,2018,JavaScript,8.25,#F3D23C
March,2018,Julia,0.19,#369325
March,2018,Kotlin,0.89,#7F52FF
March,2018,Lua,0.4,#0F007C
March,2018,Matlab,2.35,#F0800E
March,2018,Objective-C,3.75,#AFB6CA
March,2018,Perl,0.8,#113E62
March,2018,PHP,8.14,#7277AD
March,2018,Python,21.21,#336994
March,2018,R,4.19,#2566B5
March,2018,Ruby,1.7500000000000002,#B01E00
March,2018,Rust,0.36,#000000
March,2018,Scala,1.18,#DE3424
March,2018,Swift,2.9899999999999998,#E94F37
March,2018,TypeScript,1.47,#3178C6
March,2018,VBA,1.4000000000000001,#93217F
March,2018,Visual Basic,1.27,NA
April,2018,Abap,0.52,#06A9EA
April,2018,Ada,0.31,#101EC8
April,2018,C/C++,6.2700000000000005,#00599C
April,2018,C#,7.86,#813084
April,2018,Cobol,0.31,#1D1063
April,2018,Dart,0.13,#2DB6F6
April,2018,Delphi,0.27,#F32835
April,2018,Go,0.79,#66D0DE
April,2018,Groovy,0.49,#619CBC
April,2018,Haskell,0.31,#8F4E8B
April,2018,Java,22.03,#F8981E
April,2018,JavaScript,8.32,#F3D23C
April,2018,Julia,0.18,#369325
April,2018,Kotlin,0.9299999999999999,#7F52FF
April,2018,Lua,0.4,#0F007C
April,2018,Matlab,2.29,#F0800E
April,2018,Objective-C,3.63,#AFB6CA
April,2018,Perl,0.7799999999999999,#113E62
April,2018,PHP,8.1,#7277AD
April,2018,Python,21.68,#336994
April,2018,R,4.21,#2566B5
April,2018,Ruby,1.7000000000000002,#B01E00
April,2018,Rust,0.36,#000000
April,2018,Scala,1.16,#DE3424
April,2018,Swift,2.88,#E94F37
April,2018,TypeScript,1.46,#3178C6
April,2018,VBA,1.37,#93217F
April,2018,Visual Basic,1.25,NA
May,2018,Abap,0.52,#06A9EA
May,2018,Ada,0.32,#101EC8
May,2018,C/C++,6.239999999999999,#00599C
May,2018,C#,7.7700000000000005,#813084
May,2018,Cobol,0.31,#1D1063
May,2018,Dart,0.13999999999999999,#2DB6F6
May,2018,Delphi,0.25,#F32835
May,2018,Go,0.8099999999999999,#66D0DE
May,2018,Groovy,0.48,#619CBC
May,2018,Haskell,0.3,#8F4E8B
May,2018,Java,21.94,#F8981E
May,2018,JavaScript,8.34,#F3D23C
May,2018,Julia,0.16999999999999998,#369325
May,2018,Kotlin,0.8999999999999999,#7F52FF
May,2018,Lua,0.4,#0F007C
May,2018,Matlab,2.27,#F0800E
May,2018,Objective-C,3.5000000000000004,#AFB6CA
May,2018,Perl,0.7799999999999999,#113E62
May,2018,PHP,8.08,#7277AD
May,2018,Python,22.3,#336994
May,2018,R,4.18,#2566B5
May,2018,Ruby,1.66,#B01E00
May,2018,Rust,0.33999999999999997,#000000
May,2018,Scala,1.17,#DE3424
May,2018,Swift,2.8000000000000003,#E94F37
May,2018,TypeScript,1.46,#3178C6
May,2018,VBA,1.37,#93217F
May,2018,Visual Basic,1.23,NA
June,2018,Abap,0.51,#06A9EA
June,2018,Ada,0.36,#101EC8
June,2018,C/C++,6.05,#00599C
June,2018,C#,7.779999999999999,#813084
June,2018,Cobol,0.33999999999999997,#1D1063
June,2018,Dart,0.16999999999999998,#2DB6F6
June,2018,Delphi,0.27,#F32835
June,2018,Go,0.8500000000000001,#66D0DE
June,2018,Groovy,0.48,#619CBC
June,2018,Haskell,0.32,#8F4E8B
June,2018,Java,21.87,#F8981E
June,2018,JavaScript,8.41,#F3D23C
June,2018,Julia,0.18,#369325
June,2018,Kotlin,0.9199999999999999,#7F52FF
June,2018,Lua,0.42,#0F007C
June,2018,Matlab,2.25,#F0800E
June,2018,Objective-C,3.4000000000000004,#AFB6CA
June,2018,Perl,0.76,#113E62
June,2018,PHP,7.93,#7277AD
June,2018,Python,22.62,#336994
June,2018,R,4.1000000000000005,#2566B5
June,2018,Ruby,1.66,#B01E00
June,2018,Rust,0.36,#000000
June,2018,Scala,1.18,#DE3424
June,2018,Swift,2.75,#E94F37
June,2018,TypeScript,1.47,#3178C6
June,2018,VBA,1.38,#93217F
June,2018,Visual Basic,1.22,NA
July,2018,Abap,0.53,#06A9EA
July,2018,Ada,0.35000000000000003,#101EC8
July,2018,C/C++,5.99,#00599C
July,2018,C#,7.739999999999999,#813084
July,2018,Cobol,0.33,#1D1063
July,2018,Dart,0.18,#2DB6F6
July,2018,Delphi,0.24,#F32835
July,2018,Go,0.86,#66D0DE
July,2018,Groovy,0.48,#619CBC
July,2018,Haskell,0.3,#8F4E8B
July,2018,Java,21.82,#F8981E
July,2018,JavaScript,8.450000000000001,#F3D23C
July,2018,Julia,0.18,#369325
July,2018,Kotlin,0.9299999999999999,#7F52FF
July,2018,Lua,0.38,#0F007C
July,2018,Matlab,2.18,#F0800E
July,2018,Objective-C,3.3300000000000005,#AFB6CA
July,2018,Perl,0.75,#113E62
July,2018,PHP,7.84,#7277AD
July,2018,Python,23.06,#336994
July,2018,R,4.06,#2566B5
July,2018,Ruby,1.6199999999999999,#B01E00
July,2018,Rust,0.35000000000000003,#000000
July,2018,Scala,1.2,#DE3424
July,2018,Swift,2.76,#E94F37
July,2018,TypeScript,1.48,#3178C6
July,2018,VBA,1.4000000000000001,#93217F
July,2018,Visual Basic,1.2,NA
August,2018,Abap,0.54,#06A9EA
August,2018,Ada,0.33,#101EC8
August,2018,C/C++,6.02,#00599C
August,2018,C#,7.71,#813084
August,2018,Cobol,0.31,#1D1063
August,2018,Dart,0.19,#2DB6F6
August,2018,Delphi,0.22999999999999998,#F32835
August,2018,Go,0.8699999999999999,#66D0DE
August,2018,Groovy,0.49,#619CBC
August,2018,Haskell,0.29,#8F4E8B
August,2018,Java,21.87,#F8981E
August,2018,JavaScript,8.43,#F3D23C
August,2018,Julia,0.16999999999999998,#369325
August,2018,Kotlin,0.98,#7F52FF
August,2018,Lua,0.36,#0F007C
August,2018,Matlab,2.11,#F0800E
August,2018,Objective-C,3.27,#AFB6CA
August,2018,Perl,0.74,#113E62
August,2018,PHP,7.66,#7277AD
August,2018,Python,23.48,#336994
August,2018,R,4.03,#2566B5
August,2018,Ruby,1.58,#B01E00
August,2018,Rust,0.35000000000000003,#000000
August,2018,Scala,1.2,#DE3424
August,2018,Swift,2.7,#E94F37
August,2018,TypeScript,1.49,#3178C6
August,2018,VBA,1.4200000000000002,#93217F
August,2018,Visual Basic,1.17,NA
September,2018,Abap,0.5499999999999999,#06A9EA
September,2018,Ada,0.33,#101EC8
September,2018,C/C++,6.11,#00599C
September,2018,C#,7.66,#813084
September,2018,Cobol,0.33999999999999997,#1D1063
September,2018,Dart,0.21,#2DB6F6
September,2018,Delphi,0.22999999999999998,#F32835
September,2018,Go,0.9199999999999999,#66D0DE
September,2018,Groovy,0.49,#619CBC
September,2018,Haskell,0.27999999999999997,#8F4E8B
September,2018,Java,21.66,#F8981E
September,2018,JavaScript,8.37,#F3D23C
September,2018,Julia,0.22,#369325
September,2018,Kotlin,0.9900000000000001,#7F52FF
September,2018,Lua,0.37,#0F007C
September,2018,Matlab,2.0500000000000003,#F0800E
September,2018,Objective-C,3.26,#AFB6CA
September,2018,Perl,0.72,#113E62
September,2018,PHP,7.57,#7277AD
September,2018,Python,23.71,#336994
September,2018,R,4.03,#2566B5
September,2018,Ruby,1.6,#B01E00
September,2018,Rust,0.36,#000000
September,2018,Scala,1.22,#DE3424
September,2018,Swift,2.69,#E94F37
September,2018,TypeScript,1.51,#3178C6
September,2018,VBA,1.44,#93217F
September,2018,Visual Basic,1.1400000000000001,NA
October,2018,Abap,0.54,#06A9EA
October,2018,Ada,0.33,#101EC8
October,2018,C/C++,6.12,#00599C
October,2018,C#,7.61,#813084
October,2018,Cobol,0.32,#1D1063
October,2018,Dart,0.2,#2DB6F6
October,2018,Delphi,0.25,#F32835
October,2018,Go,0.95,#66D0DE
October,2018,Groovy,0.49,#619CBC
October,2018,Haskell,0.29,#8F4E8B
October,2018,Java,21.57,#F8981E
October,2018,JavaScript,8.34,#F3D23C
October,2018,Julia,0.22999999999999998,#369325
October,2018,Kotlin,1.01,#7F52FF
October,2018,Lua,0.37,#0F007C
October,2018,Matlab,2.01,#F0800E
October,2018,Objective-C,3.2199999999999998,#AFB6CA
October,2018,Perl,0.7100000000000001,#113E62
October,2018,PHP,7.42,#7277AD
October,2018,Python,24.169999999999998,#336994
October,2018,R,3.9699999999999998,#2566B5
October,2018,Ruby,1.59,#B01E00
October,2018,Rust,0.35000000000000003,#000000
October,2018,Scala,1.22,#DE3424
October,2018,Swift,2.62,#E94F37
October,2018,TypeScript,1.49,#3178C6
October,2018,VBA,1.46,#93217F
October,2018,Visual Basic,1.1400000000000001,NA
November,2018,Abap,0.53,#06A9EA
November,2018,Ada,0.33999999999999997,#101EC8
November,2018,C/C++,6.140000000000001,#00599C
November,2018,C#,7.580000000000001,#813084
November,2018,Cobol,0.32,#1D1063
November,2018,Dart,0.2,#2DB6F6
November,2018,Delphi,0.24,#F32835
November,2018,Go,0.95,#66D0DE
November,2018,Groovy,0.5,#619CBC
November,2018,Haskell,0.27999999999999997,#8F4E8B
November,2018,Java,21.41,#F8981E
November,2018,JavaScript,8.290000000000001,#F3D23C
November,2018,Julia,0.24,#369325
November,2018,Kotlin,1.0699999999999998,#7F52FF
November,2018,Lua,0.38,#0F007C
November,2018,Matlab,1.9900000000000002,#F0800E
November,2018,Objective-C,3.16,#AFB6CA
November,2018,Perl,0.67,#113E62
November,2018,PHP,7.249999999999999,#7277AD
November,2018,Python,24.6,#336994
November,2018,R,3.95,#2566B5
November,2018,Ruby,1.5699999999999998,#B01E00
November,2018,Rust,0.36,#000000
November,2018,Scala,1.22,#DE3424
November,2018,Swift,2.6,#E94F37
November,2018,TypeScript,1.54,#3178C6
November,2018,VBA,1.46,#93217F
November,2018,Visual Basic,1.15,NA
December,2018,Abap,0.5499999999999999,#06A9EA
December,2018,Ada,0.33,#101EC8
December,2018,C/C++,6.25,#00599C
December,2018,C#,7.51,#813084
December,2018,Cobol,0.3,#1D1063
December,2018,Dart,0.2,#2DB6F6
December,2018,Delphi,0.25,#F32835
December,2018,Go,0.98,#66D0DE
December,2018,Groovy,0.52,#619CBC
December,2018,Haskell,0.27999999999999997,#8F4E8B
December,2018,Java,21.2,#F8981E
December,2018,JavaScript,8.17,#F3D23C
December,2018,Julia,0.25,#369325
December,2018,Kotlin,1.0999999999999999,#7F52FF
December,2018,Lua,0.38999999999999996,#0F007C
December,2018,Matlab,1.9900000000000002,#F0800E
December,2018,Objective-C,3.17,#AFB6CA
December,2018,Perl,0.6799999999999999,#113E62
December,2018,PHP,7.24,#7277AD
December,2018,Python,24.75,#336994
December,2018,R,3.9899999999999998,#2566B5
December,2018,Ruby,1.54,#B01E00
December,2018,Rust,0.38,#000000
December,2018,Scala,1.2,#DE3424
December,2018,Swift,2.62,#E94F37
December,2018,TypeScript,1.5699999999999998,#3178C6
December,2018,VBA,1.43,#93217F
December,2018,Visual Basic,1.1400000000000001,NA
January,2019,Abap,0.5599999999999999,#06A9EA
January,2019,Ada,0.33999999999999997,#101EC8
January,2019,C/C++,6.18,#00599C
January,2019,C#,7.48,#813084
January,2019,Cobol,0.31,#1D1063
January,2019,Dart,0.24,#2DB6F6
January,2019,Delphi,0.26,#F32835
January,2019,Go,1.02,#66D0DE
January,2019,Groovy,0.51,#619CBC
January,2019,Haskell,0.3,#8F4E8B
January,2019,Java,21.12,#F8981E
January,2019,JavaScript,8.19,#F3D23C
January,2019,Julia,0.27,#369325
January,2019,Kotlin,1.1199999999999999,#7F52FF
